Month,Station,Number of operated trains,Number of trains arriving on time,Punctuality
2012-12,TAMINES,3318,2856,86.07594936708861
2012-10,RIVAGE,1759,1262,71.7453098351336
2012-11,JETTE,4996,4247,85.0080064051241
2012-12,TOURNAI,3454,3116,90.21424435437174
2012-10,RONSE,521,521,100.0
2012-11,KORTRIJK,4515,4024,89.12513842746401
2012-12,VERVIERS-CENTRAL,3263,2944,90.22372050260496
2012-10,SAINT-GHISLAIN,3297,2939,89.14164391871398
2012-11,LEUVEN,10515,9062,86.18164526866381
2012-12,VISE,1862,1545,82.97529538131042
2012-10,SINT-NIKLAAS,5100,4289,84.09803921568627
2012-11,LIBRAMONT,2701,2088,77.30470196223621
2012-12,Y.ANTOING,2532,2002,79.06793048973144
2012-10,TAMINES,3806,3090,81.187598528639
2012-11,LIEGE-GUILLEMINS,8717,7258,83.26259034071354
2012-12,ZEEBRUGGE-STRAND,225,202,89.77777777777777
2012-10,VILVOORDE,9959,8566,86.01265187267798
2012-11,LIER,7854,6544,83.32060096765979
2013-01,ARLON,1243,1002,80.61142397425584
2012-10,WELKENRAEDT,1960,1693,86.37755102040816
2012-11,MARLOIE,3222,2346,72.8119180633147
2013-01,BINCHE,559,442,79.06976744186046
2012-10,Y.ANTOING,2677,2134,79.71610011206575
2012-11,MONS,5396,4687,86.86063750926613
2013-01,BRUGGE,4510,3760,83.37028824833703
2012-10,ZEEBRUGGE-DORP,237,237,100.0
2012-11,OTTIGNIES,7449,5934,79.66169955698751
2013-01,BRUSSEL-CENTRAAL,22535,18645,82.7379631684047
2012-10,ZEEBRUGGE-STRAND,143,107,74.82517482517483
2012-11,POPERINGE,617,617,100.0
2013-01,BURST,1881,1551,82.45614035087719
2012-10,ZOTTEGEM,3652,3248,88.93756845564074
2012-11,PUURS,1623,1476,90.9426987060998
2013-01,DENDERLEEUW,6747,5848,86.67555950792945
2012-11,ANS,3531,2878,81.50665533843105
2012-11,SAINT-GHISLAIN,3071,2715,88.40768479322696
2013-01,DENDERMONDE,3802,3161,83.14045239347712
2012-11,ANTWERPEN-BERCHEM,21863,17914,81.93752001097745
2012-11,VILVOORDE,9279,7747,83.48960017243238
2013-01,EEKLO,467,443,94.86081370449678
2012-11,ANTWERPEN-CENTRAAL,10727,10245,95.50666542369721
2012-11,VISE,1994,1565,78.48545636910733
2013-01,ERQUELINNES,475,414,87.1578947368421
2012-11,ARLON,2534,2091,82.51775848460932
2012-12,AARSCHOT,4709,3910,83.03249097472924
2013-01,HASSELT,3735,3147,84.25702811244979
2012-11,ATH,3513,3010,85.68175348704811
2012-12,ARLON,2475,2095,84.64646464646465
2013-01,JEMEPPE-SUR-SAMBRE,2425,2183,90.02061855670102
2012-11,BILZEN,4487,2843,63.3608201470916
2012-12,BINCHE,566,566,100.0
2013-01,LANDEN,2891,2465,85.26461432030439
2012-11,BRUGGE,6320,5122,81.04430379746836
2012-12,BLANKENBERGE,371,371,100.0
2013-01,LIEDEKERKE,5780,4952,85.67474048442907
2012-11,BRUSSEL-CENTRAAL,28766,23584,81.98567753597997
2012-12,BRAINE-LE-COMTE,4869,4260,87.49229821318546
2013-01,LIER,6183,5573,90.134239042536
2012-11,BRUSSEL-NATIONAAL-LUCHTHAVEN,4130,3806,92.15496368038741
2012-12,BRUGGE,6440,5453,84.67391304347827
2013-01,LIERS,1716,1328,77.3892773892774
2012-11,BRUSSEL-NOORD,28327,22907,80.86631129311257
2012-12,DE PANNE,538,538,100.0
2013-01,MECHELEN,11386,9641,84.67416125065871
2012-11,COUVIN,606,606,100.0
2012-12,DENDERMONDE,4420,3732,84.43438914027149
2013-01,NEERPELT,520,417,80.1923076923077
2012-11,DEINZE,4059,3259,80.29071199802907
2012-12,GEMBLOUX,3879,3251,83.81026037638567
2013-01,OTTIGNIES,5351,4379,81.8351709960755
2012-11,DIEST,5284,3777,71.47993943981832
2012-12,GERAARDSBERGEN,2425,2366,97.56701030927834
2013-01,OUDENAARDE,1769,1523,86.09383832673826
2012-11,DINANT,1682,1405,83.53151010701546
2012-12,HUY,3004,2420,80.55925432756325
2013-01,PUURS,977,854,87.41044012282498
2012-11,EDINGEN,3110,2572,82.70096463022509
2012-12,JEMEPPE-SUR-SAMBRE,3509,2850,81.21972071815333
2013-01,SINT-TRUIDEN,1167,1021,87.48928877463582
2012-11,ESSEN,2909,2503,86.04331385355792
2012-12,JETTE,4708,4062,86.2786745964316
2013-01,SPA-GERONSTERE,517,508,98.25918762088975
2012-11,ETTERBEEK,6057,4759,78.57024929833251
2012-12,KNOKKE,222,222,100.0
2013-01,TAMINES,2866,2422,84.50802512212142
2012-11,FLEMALLE-HAUTE,3269,2215,67.75772407464056
2012-12,LA LOUVIERE-CENTRE,2148,1980,92.17877094972067
2013-01,VIRTON,258,236,91.47286821705426
2012-11,GENK,676,676,100.0
2012-12,LA LOUVIERE-SUD,4352,3914,89.93566176470588
2013-01,WALCOURT,621,587,94.52495974235104
2012-11,GENT-SINT-PIETERS,11487,9412,81.93610168016018
2012-12,LEUVEN,10320,9076,87.94573643410853
2013-01,ZOTTEGEM,2775,2384,85.90990990990991
2012-11,GOUVY,477,429,89.937106918239
2012-12,LIEDEKERKE,6394,5608,87.70722552392868
2013-02,ARLON,1134,893,78.74779541446209
2012-11,HASSELT,6653,4975,74.77829550578686
2012-12,LIERS,2984,2520,84.45040214477211
2013-02,BRAINE-L'ALLEUD,2978,2370,79.58361316319677
2012-11,HUY,1950,1427,73.17948717948718
2012-12,LOKEREN,4641,3963,85.39107950872656
2013-02,BRUSSEL-NOORD,20228,16293,80.54676685782084
2012-11,LA LOUVIERE-SUD,4315,3680,85.28389339513326
2012-12,MANAGE,2355,2007,85.22292993630573
2013-02,BRUSSEL-ZUID,21165,16953,80.099220411056
2012-11,LANDEN,2815,2393,85.0088809946714
2012-12,MECHELEN,13366,11118,83.18120604518928
2013-02,DINANT,857,662,77.24620770128354
2012-11,LICHTERVELDE,2722,2356,86.55400440852314
2012-12,MOL,1947,1710,87.82742681047766
2013-02,FLEMALLE-HAUTE,2530,2156,85.21739130434783
2012-11,OOSTENDE,1116,1111,99.55197132616487
2012-12,NAMUR,6400,5234,81.78125
2013-02,GEMBLOUX,3189,2673,83.81937911571026
2012-11,QUIEVRAIN,550,550,100.0
2012-12,NEERPELT,562,560,99.644128113879
2013-02,GENK,597,422,70.68676716917923
2012-11,RIVAGE,1645,1317,80.06079027355622
2012-12,OOSTENDE,1333,1333,100.0
2013-02,GERAARDSBERGEN,1087,945,86.93652253909843
2012-11,SCHELLEBELLE,5611,4340,77.34806629834254
2012-12,OUDENAARDE,2739,2396,87.47718145308507
2013-02,KNOKKE,433,383,88.45265588914549
2012-11,SINT-TRUIDEN,1167,952,81.57669237360754
2012-12,SINT-NIKLAAS,5188,4550,87.70239013107171
2013-02,LEUVEN,8818,7452,84.50895894760717
2012-11,SPA-GERONSTERE,523,523,100.0
2012-12,TURNHOUT,957,906,94.67084639498434
2013-02,LIBRAMONT,2044,1596,78.08219178082192
2012-11,TAMINES,3503,2907,82.9860119897231
2012-12,VILVOORDE,8976,7378,82.1969696969697
2013-02,LIER,5644,5211,92.32813607370659
2012-11,TURNHOUT,983,957,97.35503560528993
2012-12,VIRTON,1372,975,71.06413994169097
2013-02,MECHELEN,10168,8474,83.33988985051141
2012-11,VERVIERS-CENTRAL,3005,2602,86.58901830282862
2012-12,WELKENRAEDT,2089,1875,89.75586404978458
2013-02,MOL,1419,1249,88.01973220577872
2012-11,WALCOURT,1281,1195,93.2864949258392
2012-12,ZEEBRUGGE-DORP,293,293,100.0
2013-02,MONS,4106,3569,86.9215781782757
2012-11,WELKENRAEDT,1850,1586,85.72972972972973
2012-12,ZOTTEGEM,3311,2941,88.82512836001209
2013-02,NAMUR,5629,4712,83.70936223130218
2012-11,Y.ANTOING,2521,2072,82.18960729869099
2013-01,ATH,3034,2652,87.40936058009228
2013-02,OTTIGNIES,4807,3805,79.15539837736634
2012-11,ZEEBRUGGE-DORP,246,246,100.0
2013-01,ATHUS,197,158,80.20304568527918
2013-02,QUIEVRAIN,217,189,87.09677419354838
2012-12,ANS,3605,3129,86.79611650485437
2013-01,BILZEN,1383,1113,80.4772234273319
2013-02,SAINT-GHISLAIN,2277,2009,88.23012736056214
2012-12,ATHUS,1792,1652,92.1875
2013-01,BRAINE-LE-COMTE,4456,3705,83.14631956912028
2013-02,SINT-NIKLAAS,3781,3157,83.49642951600106
2012-12,BILZEN,4008,2688,67.06586826347305
2013-01,BRUSSEL-NOORD,22486,18343,81.57520234812773
2013-02,TOURNAI,2055,1745,84.91484184914842
2012-12,BRAINE-L'ALLEUD,3279,2638,80.4513571210735
2013-01,CHARLEROI-SUD,6149,5047,82.07838672954952
2013-02,TURNHOUT,785,641,81.65605095541402
2012-12,BRUSSEL-CENTRAAL,29460,24786,84.13441955193483
2013-01,DEINZE,2327,1999,85.90459819510099
2013-02,WELKENRAEDT,1338,1128,84.30493273542601
2012-12,BRUSSEL-NATIONAAL-LUCHTHAVEN,4368,4039,92.46794871794873
2013-01,DIEST,3017,2626,87.04010606562811
2013-02,ZEEBRUGGE-DORP,317,312,98.42271293375394
2012-12,BURST,2332,1963,84.17667238421956
2013-01,ESSEN,971,817,84.14006179196704
2013-02,ZEEBRUGGE-STRAND,56,51,91.07142857142857
2012-12,CHARLEROI-SUD,6865,6091,88.72541879096867
2013-01,FLEMALLE-HAUTE,2771,2370,85.52869000360882
2013-03,AALST,3903,3401,87.13809889828337
2012-12,COUVIN,594,594,100.0
2013-01,GEMBLOUX,3544,3000,84.65011286681715
2013-03,ATHUS,192,166,86.45833333333334
2012-12,DIEST,4668,3345,71.65809768637533
2013-01,GERAARDSBERGEN,2608,2216,84.96932515337423
2013-03,BINCHE,559,465,83.18425760286226
2012-12,ERQUELINNES,607,527,86.82042833607908
2013-01,HUY,2834,2319,81.82780522230063
2013-03,BRUSSEL-CENTRAAL,21928,17937,81.79952572053995
2012-12,ESSEN,2172,1934,89.04235727440147
2013-01,JEMELLE,2489,2001,80.3937324226597
2013-03,BRUSSEL-LUXEMBURG,5527,4327,78.28840238827574
2012-12,FLEMALLE-HAUTE,3165,2492,78.73617693522907
2013-01,LA LOUVIERE-CENTRE,1636,1463,89.42542787286064
2013-03,BRUSSEL-NOORD,21902,17634,80.51319514199616
2012-12,GOUVY,437,408,93.36384439359267
2013-01,LIEGE-GUILLEMINS,7559,6533,86.4267760285752
2013-03,COUVIN,553,500,90.41591320072332
2012-12,KORTRIJK,4683,4271,91.20222079863336
2013-01,LUTTRE,2561,2133,83.28777821163608
2013-03,DENDERLEEUW,6740,5683,84.31750741839762
2012-12,LIBRAMONT,2676,2166,80.94170403587444
2013-01,MOL,1560,1305,83.65384615384616
2013-03,ERQUELINNES,462,437,94.58874458874459
2012-12,LUTTRE,4222,3386,80.1989578398863
2013-01,POPERINGE,606,467,77.06270627062707
2013-03,ETTERBEEK,5536,4405,79.57008670520231
2012-12,MOESKROEN,2714,2434,89.68312453942521
2013-01,RIVAGE,1713,1487,86.80677174547577
2013-03,JEMELLE,2404,1787,74.33444259567388
2012-12,MONCEAU-FORMATION,571,463,81.08581436077058
2013-01,RONSE,519,486,93.64161849710982
2013-03,JETTE,4976,4156,83.52090032154341
2012-12,POPERINGE,619,619,100.0
2013-01,SAINT-GHISLAIN,2501,2205,88.16473410635746
2013-03,LANDEN,2824,2405,85.16288951841359
2012-12,PUURS,1557,1427,91.65061014771997
2013-01,SCHELLEBELLE,4376,3794,86.70018281535648
2013-03,LEUVEN,9632,8048,83.55481727574751
2012-12,QUIEVRAIN,475,475,100.0
2013-01,SINT-NIKLAAS,4182,3548,84.83978957436634
2013-03,LICHTERVELDE,2705,2295,84.84288354898337
2012-12,RIVAGE,1616,1422,87.9950495049505
2013-01,TOURNAI,2295,1930,84.0958605664488
2013-03,LUTTRE,2543,2163,85.05701926858042
2012-12,SINT-TRUIDEN,1164,1023,87.88659793814433
2013-01,VILVOORDE,7396,6297,85.1406165494862
2013-03,MECHELEN,11292,9571,84.75912150194829
2012-12,WALCOURT,1200,1112,92.66666666666666
2013-01,VISE,735,653,88.843537414966
2013-03,MOESKROEN,966,774,80.12422360248446
2012-12,WAREMME,1737,1572,90.50086355785838
2013-01,WAREMME,1597,1448,90.67000626174077
2013-03,NEERPELT,446,388,86.99551569506725
2013-01,AALST,3857,3455,89.57739175525019
2013-01,ZEEBRUGGE-DORP,348,342,98.27586206896551
2013-03,SAINT-GHISLAIN,2449,2063,84.238464679461
2013-01,AARSCHOT,3233,2840,87.84410763996289
2013-02,AALST,3344,2946,88.0980861244019
2013-03,SINT-TRUIDEN,1158,992,85.66493955094991
2013-01,ANS,2646,2261,85.44973544973546
2013-02,ANTWERPEN-BERCHEM,8539,7353,86.1107858063005
2013-03,SPA-GERONSTERE,507,494,97.43589743589743
2013-01,ANTWERPEN-BERCHEM,9345,7964,85.22204387372926
2013-02,ANTWERPEN-CENTRAAL,8343,7127,85.424907107755
2013-03,TAMINES,2794,2248,80.45812455261274
2013-01,ANTWERPEN-CENTRAAL,9191,7676,83.51648351648352
2013-02,BERTRIX,503,431,85.6858846918489
2013-03,TURNHOUT,851,685,80.49353701527615
2013-01,BERTRIX,547,466,85.19195612431444
2013-02,BRUSSEL-LUXEMBURG,5176,4282,82.72797527047913
2013-03,VISE,746,660,88.47184986595174
2013-01,BRAINE-L'ALLEUD,3281,2642,80.52423041755561
2013-02,DE PANNE,497,422,84.90945674044266
2013-03,WAREMME,1548,1408,90.95607235142118
2013-01,BRUSSEL-LUXEMBURG,5779,4885,84.53019553555978
2013-02,DEINZE,2113,1749,82.77330809275911
2013-03,ZEEBRUGGE-DORP,336,329,97.91666666666666
2013-01,BRUSSEL-NATIONAAL-LUCHTHAVEN,4135,3623,87.61789600967353
2013-02,DENDERMONDE,3450,2915,84.4927536231884
2013-03,ZEEBRUGGE-STRAND,70,65,92.85714285714286
2013-01,BRUSSEL-ZUID,23558,19110,81.11894048730792
2013-02,DIEST,2741,2401,87.59576796789493
2013-04,ANTWERPEN-CENTRAAL,9187,8052,87.64558615434854
2013-01,COUVIN,565,531,93.98230088495575
2013-02,ERQUELINNES,441,416,94.33106575963718
2013-04,BILZEN,1344,1143,85.04464285714286
2013-01,DE PANNE,549,483,87.97814207650273
2013-02,ESSEN,889,754,84.81439820022497
2013-04,BINCHE,551,476,86.38838475499092
2013-01,DINANT,943,769,81.54825026511135
2013-02,GENT-SINT-PIETERS,10227,8614,84.228023858414
2013-04,BRUGGE,4275,3466,81.07602339181287
2013-01,EDINGEN,3401,2822,82.9755954131138
2013-02,HALLE,7712,6544,84.85477178423237
2013-04,BRUSSEL-CENTRAAL,21752,18690,85.92313350496507
2013-01,ETTERBEEK,5799,4963,85.583721331264
2013-02,HASSELT,3385,2807,82.92466765140325
2013-04,BRUSSEL-LUXEMBURG,4890,4119,84.23312883435582
2013-01,GENK,681,552,81.05726872246696
2013-02,JEMEPPE-SUR-SAMBRE,2198,1989,90.49135577797999
2013-04,BRUSSEL-NOORD,21651,18364,84.81825319846659
2013-01,GENT-SINT-PIETERS,11326,9701,85.65248101712874
2013-02,LA LOUVIERE-SUD,3437,3097,90.1076520221123
2013-04,DE PANNE,538,467,86.80297397769516
2013-01,GLONS,979,833,85.08682328907048
2013-02,LANDEN,2618,2211,84.45378151260505
2013-04,DENDERLEEUW,6532,5821,89.11512553582364
2013-01,GOUVY,350,307,87.71428571428571
2013-02,LICHTERVELDE,2522,2195,87.03409992069786
2013-04,DENDERMONDE,3700,3132,84.64864864864865
2013-01,HALLE,8981,7526,83.79913149983298
2013-02,LIEDEKERKE,5233,4338,82.89699980890502
2013-04,DIEST,2926,2644,90.36226930963774
2013-01,JETTE,5146,4336,84.25961912164787
2013-02,LOKEREN,3095,2644,85.4281098546042
2013-04,EEKLO,450,433,96.22222222222221
2013-01,KNOKKE,542,444,81.91881918819189
2013-02,MANAGE,1206,1147,95.1077943615257
2013-04,GEMBLOUX,2823,2287,81.0131066241587
2013-01,KORTRIJK,4743,4027,84.90406915454354
2013-02,MOESKROEN,897,718,80.04459308807135
2013-04,GENT-SINT-PIETERS,11042,9576,86.72341967034957
2013-01,LA LOUVIERE-SUD,3784,3315,87.60570824524314
2013-02,OUDENAARDE,1605,1411,87.91277258566979
2013-04,HALLE,8710,7708,88.49598163030998
2013-01,LEUVEN,9818,8279,84.32470971684661
2013-02,PUURS,822,725,88.19951338199513
2013-04,HASSELT,3626,3239,89.32708218422503
2013-01,LIBRAMONT,2241,1782,79.51807228915662
2013-02,RIVAGE,1556,1386,89.0745501285347
2013-04,JEMEPPE-SUR-SAMBRE,2330,2025,86.9098712446352
2013-01,LICHTERVELDE,2783,2468,88.68127919511318
2013-02,RONSE,456,426,93.42105263157895
2013-04,JETTE,4812,4267,88.67414796342477
2013-01,LOKEREN,3430,2952,86.06413994169097
2013-02,SCHELLEBELLE,3881,3353,86.39525895387786
2013-04,LICHTERVELDE,2610,2270,86.97318007662835
2013-01,MANAGE,1307,1203,92.04284621270085
2013-02,SPA-GERONSTERE,467,460,98.50107066381156
2013-04,LIEDEKERKE,5608,4976,88.73038516405136
2013-01,MARLOIE,2496,1997,80.00801282051282
2013-02,TAMINES,2607,2201,84.4265439202148
2013-04,LIEGE-GUILLEMINS,7391,5695,77.05317277770261
2013-01,MOESKROEN,984,746,75.8130081300813
2013-02,VILVOORDE,6716,5586,83.17450863609291
2013-04,LIER,6037,5677,94.03677323173761
2013-01,MONS,4467,3840,85.96373404969778
2013-02,WALCOURT,579,548,94.64594127806562
2013-04,LOKEREN,3219,2769,86.02050326188258
2013-01,NAMUR,6190,5268,85.10500807754443
2013-02,WAREMME,1453,1347,92.70474879559532
2013-04,LUTTRE,2374,2100,88.45829823083403
2013-01,OOSTENDE,1773,1430,80.65425831923294
2013-02,ZOTTEGEM,2506,2190,87.390263367917
2013-04,MARLOIE,1768,1458,82.46606334841628
2013-01,QUIEVRAIN,219,179,81.7351598173516
2013-03,AARSCHOT,3193,2860,89.57093642342625
2013-04,NEERPELT,512,437,85.3515625
2013-01,TOURCOING,326,263,80.67484662576688
2013-03,ANS,2656,2289,86.18222891566265
2013-04,QUIEVRAIN,224,193,86.16071428571429
2013-01,TURNHOUT,858,621,72.37762237762237
2013-03,ARLON,1188,878,73.9057239057239
2013-04,RIVAGE,1656,1334,80.55555555555556
2013-01,VERVIERS-CENTRAL,2681,2404,89.6680343155539
2013-03,ATH,2974,2611,87.79421654337592
2013-04,SINT-NIKLAAS,3888,3233,83.15329218106996
2013-01,WELKENRAEDT,1499,1205,80.38692461641094
2013-03,BERTRIX,543,465,85.6353591160221
2013-04,TOURCOING,324,287,88.58024691358025
2013-01,ZEEBRUGGE-STRAND,63,59,93.65079365079364
2013-03,BRAINE-LE-COMTE,4371,3716,85.01487073896133
2013-04,TURNHOUT,844,741,87.79620853080569
2013-02,AARSCHOT,2944,2626,89.19836956521739
2013-03,BRUSSEL-ZUID,23079,18466,80.0121322414316
2013-04,VERVIERS-CENTRAL,2596,1988,76.5793528505393
2013-02,ANS,2446,2075,84.8323793949305
2013-03,DEINZE,2214,1813,81.88798554652213
2013-04,VISE,735,666,90.61224489795919
2013-02,ATH,2594,2261,87.1626831148805
2013-03,DENDERMONDE,3703,3088,83.39184445044559
2013-04,ZEEBRUGGE-DORP,334,326,97.60479041916167
2013-02,ATHUS,182,151,82.96703296703298
2013-03,DINANT,836,638,76.31578947368422
2013-04,ZOTTEGEM,2614,2236,85.53940321346595
2013-02,BILZEN,1253,1034,82.5219473264166
2013-03,EDINGEN,3279,2777,84.69045440683135
2013-05,ANTWERPEN-BERCHEM,9376,8233,87.80930034129693
2013-02,BINCHE,513,449,87.5243664717349
2013-03,FLEMALLE-HAUTE,2712,2136,78.76106194690266
2013-05,ANTWERPEN-CENTRAAL,9218,8020,87.00368843566935
2013-02,BRAINE-LE-COMTE,4102,3486,84.98293515358361
2013-03,GEMBLOUX,3404,2617,76.8801410105758
2013-05,ATHUS,183,163,89.07103825136612
2013-02,BRUGGE,4026,3332,82.76204669647292
2013-03,GENT-SINT-PIETERS,11160,9400,84.22939068100358
2013-05,BERTRIX,524,474,90.45801526717557
2013-02,BRUSSEL-CENTRAAL,20184,16507,81.78260007927071
2013-03,GERAARDSBERGEN,2499,2142,85.71428571428571
2013-05,BRUSSEL-NOORD,21594,18153,84.06501806057238
2013-02,BRUSSEL-NATIONAAL-LUCHTHAVEN,3689,3201,86.77148278666306
2013-03,HALLE,8676,7445,85.81143384047948
2013-05,BRUSSEL-ZUID,22688,18960,83.56840620592384
2013-02,BURST,1714,1436,83.78063010501751
2013-03,HASSELT,3680,3159,85.84239130434783
2013-05,BURST,1807,1544,85.44548976203652
2013-02,CHARLEROI-SUD,5600,4642,82.89285714285714
2013-03,HUY,2771,2100,75.78491519307109
2013-05,COUVIN,532,507,95.30075187969925
2013-02,COUVIN,519,484,93.25626204238921
2013-03,JEMEPPE-SUR-SAMBRE,2369,2002,84.50823132123259
2013-05,DE PANNE,543,483,88.95027624309392
2013-02,DENDERLEEUW,5916,4957,83.78972278566599
2013-03,KNOKKE,519,445,85.74181117533719
2013-05,DEINZE,1814,1517,83.62734288864388
2013-02,EDINGEN,2561,2051,80.08590394377197
2013-03,KORTRIJK,4437,3840,86.54496281271129
2013-05,DENDERLEEUW,6381,5586,87.54113775270334
2013-02,EEKLO,424,410,96.69811320754717
2013-03,LIBRAMONT,2181,1647,75.51581843191197
2013-05,DIEST,2898,2618,90.33816425120773
2013-02,ETTERBEEK,5189,4364,84.10098284833302
2013-03,LIERS,1683,1217,72.31134878193701
2013-05,EDINGEN,3288,2902,88.2603406326034
2013-02,GLONS,881,768,87.17366628830874
2013-03,LOKEREN,3364,2860,85.01783590963139
2013-05,GENT-SINT-PIETERS,9718,8330,85.71722576661864
2013-02,GOUVY,318,297,93.39622641509435
2013-03,MARLOIE,2406,1774,73.73233582709892
2013-05,GLONS,949,809,85.24762908324553
2013-02,HUY,2589,2142,82.73464658169178
2013-03,MOL,1701,1532,90.06466784244563
2013-05,HALLE,8640,7578,87.70833333333333
2013-02,JEMELLE,2266,1780,78.55251544571932
2013-03,OOSTENDE,1768,1405,79.4683257918552
2013-05,JETTE,4765,4167,87.4501573976915
2013-02,JETTE,4915,3946,80.28484231943031
2013-03,OTTIGNIES,5137,3796,73.89526961261437
2013-05,LA LOUVIERE-CENTRE,1713,1576,92.00233508464682
2013-02,KORTRIJK,4291,3733,86.99603821952925
2013-03,POPERINGE,509,373,73.28094302554028
2013-05,LEUVEN,9536,8244,86.45134228187919
2013-02,LA LOUVIERE-CENTRE,1504,1406,93.4840425531915
2013-03,PUURS,1033,873,84.5111326234269
2013-05,LICHTERVELDE,2755,2437,88.4573502722323
2013-02,LIEGE-GUILLEMINS,6896,5908,85.67285382830626
2013-03,RIVAGE,1681,1372,81.61808447352766
2013-05,LIEGE-GUILLEMINS,7385,5809,78.65944482058225
2013-02,LIERS,1569,1217,77.5653282345443
2013-03,RONSE,505,463,91.68316831683168
2013-05,LIER,6039,5659,93.70756747805929
2013-02,LUTTRE,2321,1997,86.04049978457562
2013-03,SCHELLEBELLE,4449,3813,85.70465273095077
2013-05,LOKEREN,3376,2869,84.98222748815166
2013-02,MARLOIE,2270,1786,78.6784140969163
2013-03,TOURCOING,329,293,89.05775075987842
2013-05,LUTTRE,2334,2021,86.58954584404455
2013-02,NEERPELT,477,420,88.0503144654088
2013-03,WELKENRAEDT,1486,1275,85.80080753701212
2013-05,MARLOIE,1628,1333,81.87960687960688
2013-02,OOSTENDE,1580,1284,81.26582278481013
2013-03,ZOTTEGEM,2626,2188,83.32063975628333
2013-05,MOESKROEN,979,796,81.30745658835546
2013-02,POPERINGE,553,472,85.35262206148282
2013-04,AALST,3818,3469,90.85908852802514
2013-05,MOL,1845,1680,91.05691056910568
2013-02,SINT-TRUIDEN,1061,843,79.45334590009425
2013-04,ANS,2625,2254,85.86666666666667
2013-05,MONS,4282,3669,85.68425969173283
2013-02,TOURCOING,280,245,87.5
2013-04,ANTWERPEN-BERCHEM,9340,8291,88.76873661670236
2013-05,NAMUR,5267,4412,83.76685019935447
2013-02,VERVIERS-CENTRAL,2422,2188,90.33856317093311
2013-04,ARLON,880,683,77.61363636363636
2013-05,PUURS,1020,869,85.19607843137254
2013-02,VIRTON,243,223,91.76954732510289
2013-04,ATHUS,192,161,83.85416666666666
2013-05,QUIEVRAIN,221,194,87.78280542986425
2013-02,VISE,679,588,86.5979381443299
2013-04,BERTRIX,532,458,86.09022556390977
2013-05,SAINT-GHISLAIN,2376,2062,86.78451178451179
2013-03,ANTWERPEN-BERCHEM,9454,8157,86.28093928495875
2013-04,BRUSSEL-NATIONAAL-LUCHTHAVEN,4057,3608,88.93270889820064
2013-05,SCHELLEBELLE,487,428,87.88501026694045
2013-03,ANTWERPEN-CENTRAAL,9253,7916,85.55063222738572
2013-04,BRUSSEL-ZUID,22869,19345,84.59049368140276
2013-05,VISE,738,652,88.34688346883469
2013-03,BILZEN,1367,1143,83.61375274323336
2013-04,BURST,1806,1498,82.94573643410853
2013-05,ZOTTEGEM,2615,2277,87.07456978967495
2013-03,BRAINE-L'ALLEUD,3173,2520,79.42010715411283
2013-04,CHARLEROI-SUD,5974,5079,85.01841312353532
2013-06,AARSCHOT,3083,2745,89.03665261109309
2013-03,BRUGGE,4463,3650,81.78355366345508
2013-04,COUVIN,549,512,93.26047358834244
2013-06,ARLON,793,596,75.15762925598992
2013-03,BRUSSEL-NATIONAAL-LUCHTHAVEN,4064,3548,87.30314960629921
2013-04,EDINGEN,3336,2950,88.42925659472422
2013-06,BILZEN,1325,1053,79.47169811320755
2013-03,BURST,1833,1478,80.63284233497
2013-04,ESSEN,1163,972,83.57695614789338
2013-06,BRUSSEL-NATIONAAL-LUCHTHAVEN,3962,3422,86.37051993942453
2013-03,CHARLEROI-SUD,5999,4857,80.9634939156526
2013-04,FLEMALLE-HAUTE,2673,2233,83.53909465020575
2013-06,BURST,1788,1497,83.7248322147651
2013-03,DE PANNE,500,430,86.0
2013-04,GENK,676,583,86.24260355029585
2013-06,DEINZE,1770,1428,80.67796610169492
2013-03,DIEST,2951,2628,89.05455777702474
2013-04,GERAARDSBERGEN,2576,2339,90.79968944099379
2013-06,EDINGEN,3262,2823,86.54199877375844
2013-03,EEKLO,450,425,94.44444444444444
2013-04,GLONS,954,838,87.84067085953879
2013-06,ETTERBEEK,4837,4113,85.03204465577838
2013-03,ESSEN,1103,898,81.4143245693563
2013-04,HUY,2724,2197,80.65345080763583
2013-06,FLEMALLE-HAUTE,2624,2140,81.5548780487805
2013-03,GENK,679,511,75.25773195876289
2013-04,JEMELLE,1756,1447,82.40318906605923
2013-06,GEMBLOUX,2676,2176,81.31539611360239
2013-03,GLONS,981,864,88.07339449541286
2013-04,KORTRIJK,4410,3824,86.71201814058956
2013-06,GLONS,954,772,80.92243186582809
2013-03,GOUVY,351,300,85.47008547008546
2013-04,LA LOUVIERE-CENTRE,1591,1485,93.3375235700817
2013-06,HASSELT,3579,3077,85.97373568035765
2013-03,LA LOUVIERE-CENTRE,1630,1486,91.16564417177914
2013-04,LEUVEN,9665,8360,86.49767201241593
2013-06,HUY,2679,2109,78.72340425531915
2013-03,LA LOUVIERE-SUD,3705,3176,85.72199730094468
2013-04,MOESKROEN,985,822,83.4517766497462
2013-06,JEMELLE,1595,1220,76.48902821316614
2013-03,LIEDEKERKE,5767,4819,83.56164383561644
2013-04,MOL,1836,1677,91.33986928104575
2013-06,JETTE,4698,4119,87.67560664112388
2013-03,LIEGE-GUILLEMINS,7478,6270,83.84594811446911
2013-04,NAMUR,5363,4364,81.37236621294052
2013-06,KORTRIJK,3839,3272,85.23052878353738
