Month,Station,Number of operated trains,Number of trains arriving on time,Punctuality
2019-05,DEINZE,2742,2474,90.22611232676879
2019-07,MOL,1380,1230,89.13043478260869
2019-04,ANTWERPEN-BERCHEM,11877,10585,89.12183211248632
2019-05,DENDERLEEUW,6261,5599,89.42660916786456
2019-07,OUDENAARDE,1686,1572,93.23843416370107
2019-04,ANTWERPEN-CENTRAAL,10302,9358,90.83673073189672
2019-05,DENDERMONDE,3949,3582,90.70650797670297
2019-07,PUURS,841,784,93.22235434007135
2019-04,ARLON,1190,969,81.42857142857143
2019-05,EEKLO,474,447,94.30379746835443
2019-07,QUIEVRAIN,418,366,87.5598086124402
2019-04,BINCHE,415,372,89.63855421686748
2019-05,ERQUELINNES,515,447,86.79611650485437
2019-07,RONSE,477,455,95.38784067085953
2019-04,BLANKENBERGE,566,499,88.16254416961131
2019-05,ESSEN,1241,1097,88.39645447219984
2019-07,SAINT-GHISLAIN,2340,2103,89.87179487179488
2019-04,BRAINE-LE-COMTE,4666,4310,92.37033861980282
2019-05,GEMBLOUX,4034,3408,84.48190381755082
2019-07,SINT-TRUIDEN,1061,967,91.14043355325165
2019-04,BRUSSEL-LUXEMBURG,7848,6936,88.37920489296636
2019-05,GLONS,870,765,87.93103448275862
2019-07,TOURNAI,2447,2206,90.1512055578259
2019-04,BRUSSEL-ZUID,26728,23368,87.42891349895241
2019-05,JETTE,4568,4088,89.49211908931699
2019-07,VERVIERS-CENTRAL,2007,1787,89.03836571998008
2019-04,CHARLEROI-SUD,5959,5140,86.25608323544219
2019-05,KNOKKE,583,566,97.08404802744425
2019-07,VISE,158,108,68.35443037974683
2019-04,DEINZE,2560,2383,93.0859375
2019-05,LA LOUVIERE-CENTRE,2240,2116,94.46428571428571
2019-07,WALCOURT,494,471,95.34412955465586
2019-04,ESSEN,1254,1119,89.23444976076556
2019-05,LA LOUVIERE-SUD,3776,3254,86.17584745762711
2019-07,WAREMME,1570,1342,85.47770700636943
2019-04,GEMBLOUX,3820,3412,89.31937172774869
2019-05,LEUVEN,11559,10319,89.27242841076217
2019-07,WELKENRAEDT,949,757,79.768177028451
2019-04,GERAARDSBERGEN,2417,2136,88.37401737691353
2019-05,LICHTERVELDE,2751,2580,93.78407851690295
2019-07,ZEEBRUGGE-STRAND,370,356,96.21621621621622
2019-04,GOUVY,335,312,93.13432835820895
2019-05,LIEDEKERKE,5398,4814,89.18117821415339
2019-07,ZOTTEGEM,2723,2512,92.25119353654058
2019-04,LA LOUVIERE-CENTRE,2301,2145,93.22033898305084
2019-05,LIEGE-GUILLEMINS,8936,7735,86.55998209489705
2019-08,ANTWERPEN-BERCHEM,11868,10852,91.4391641388608
2019-04,LA LOUVIERE-SUD,3426,2964,86.51488616462348
2019-05,LIERS,2433,2083,85.6144677353062
2019-08,ARLON,1208,1073,88.82450331125827
2019-04,LIBRAMONT,2381,2086,87.61024779504409
2019-05,LOKEREN,3926,3637,92.63881813550687
2019-08,ATH,2426,2295,94.60016488046166
2019-04,LIERS,1281,1058,82.59172521467603
2019-05,MOESKROEN,638,541,84.79623824451411
2019-08,ATHUS,1941,1800,92.73570324574962
2019-04,LOKEREN,3761,3513,93.4060090401489
2019-05,MONCEAU-FORMATION,1,1,100.0
2019-08,BINCHE,518,488,94.20849420849422
2019-04,MANAGE,651,545,83.7173579109063
2019-05,MONS,4293,3780,88.0503144654088
2019-08,BRAINE-LE-COMTE,4565,4334,94.93975903614458
2019-04,MECHELEN,12643,11186,88.47583643122677
2019-05,OTTIGNIES,5739,4802,83.673113782889
2019-08,BRUGGE,5083,4812,94.66850285264607
2019-04,MOESKROEN,630,550,87.3015873015873
2019-05,OUDENAARDE,1677,1545,92.12880143112702
2019-08,BURST,1664,1589,95.49278846153845
2019-04,MOL,1363,1261,92.51650770359501
2019-05,RONSE,504,487,96.62698412698413
2019-08,DIEST,3198,2940,91.93245778611632
2019-04,NAMUR,6575,5642,85.80988593155894
2019-05,SINT-NIKLAAS,4166,3861,92.67882861257802
2019-08,EDINGEN,3092,2939,95.05174644243209
2019-04,OUDENAARDE,1692,1593,94.14893617021278
2019-05,SINT-TRUIDEN,1062,888,83.61581920903954
2019-08,ESSEN,1229,1108,90.15459723352319
2019-04,RONSE,485,473,97.52577319587628
2019-05,VERVIERS-CENTRAL,2740,2567,93.68613138686132
2019-08,FLEMALLE-HAUTE,2875,2725,94.78260869565217
2019-04,SAINT-GHISLAIN,2155,1916,88.90951276102088
2019-05,VIRTON,147,117,79.59183673469387
2019-08,GOUVY,317,304,95.89905362776025
2019-04,SCHELLEBELLE,4143,3866,93.31402365435675
2019-05,VISE,405,324,80.0
2019-08,HALLE,10492,9698,92.43232939382386
2019-04,SPA-GERONSTERE,416,402,96.63461538461539
2019-05,WELKENRAEDT,1218,1098,90.14778325123153
2019-08,HASSELT,4235,3836,90.57851239669421
2019-04,TOURNAI,2257,1927,85.37882144439521
2019-06,ANTWERPEN-CENTRAAL,10251,8943,87.2
2019-08,LA LOUVIERE-SUD,3865,3636,94.07503234152652
2019-04,VERVIERS-CENTRAL,2659,2500,94.0203083866115
2019-06,ATHUS,1666,1532,92.0
2019-08,LEUVEN,11281,10446,92.5981739207517
2019-04,WALCOURT,478,464,97.07112970711297
2019-06,BINCHE,503,435,86.5
2019-08,LICHTERVELDE,2849,2710,95.12109512109512
2019-04,ZEEBRUGGE-DORP,316,303,95.88607594936708
2019-06,BLANKENBERGE,593,532,89.7
2019-08,LOKEREN,3953,3769,95.3453073614976
2019-05,ATH,2560,2279,89.0234375
2019-06,BRAINE-L'ALLEUD,3757,3280,87.3
2019-08,MOL,1397,1312,93.91553328561203
2019-05,BILZEN,1018,877,86.14931237721022
2019-06,BRUSSEL-NOORD,23962,20544,85.7
2019-08,NAMUR,6160,5711,92.71103896103897
2019-05,BLANKENBERGE,562,514,91.45907473309609
2019-06,CHARLEROI-SUD,5711,4756,83.3
2019-08,NEERPELT,410,380,92.6829268292683
2019-05,BRUGGE,4955,4559,92.00807265388497
2019-06,DENDERMONDE,3735,3397,91.0
2019-08,OTTIGNIES,5432,5034,92.67304860088366
2019-05,BRUSSEL-NATIONAAL-LUCHTHAVEN,6466,5781,89.40612434271574
2019-06,DINANT,1023,822,80.4
2019-08,SCHELLEBELLE,4047,3871,95.65109957993575
2019-05,BRUSSEL-ZUID,26931,22968,85.28461624150607
2019-06,EDINGEN,3703,3290,88.8
2019-08,SINT-TRUIDEN,1109,1021,92.0649233543733
2019-05,DE PANNE,570,511,89.64912280701755
2019-06,ERQUELINNES,347,244,70.3
2019-08,TOURNAI,2311,2148,92.94677628732151
2019-05,DIEST,3340,3039,90.98802395209582
2019-06,GENK,609,471,77.3
2019-08,VIRTON,377,345,91.51193633952255
2019-05,EDINGEN,3820,3334,87.27748691099477
2019-06,GOUVY,349,317,90.8
2019-08,VISE,164,120,73.17073170731707
2019-05,GENT-SINT-PIETERS,12479,11174,89.54243128455805
2019-06,HALLE,10462,8917,85.2
2019-08,WALCOURT,353,343,97.16713881019831
2019-05,GERAARDSBERGEN,2571,2253,87.63127187864644
2019-06,HUY,2496,2209,88.5
2019-09,AARSCHOT,3630,3367,92.75482093663912
2019-05,GOUVY,361,341,94.45983379501385
2019-06,JETTE,4269,3833,89.8
2019-09,BILZEN,701,530,75.60627674750357
2019-05,LIER,6032,5574,92.40716180371354
2019-06,KNOKKE,583,560,96.1
2019-09,BLANKENBERGE,560,511,91.25
2019-05,MARLOIE,2294,1736,75.67567567567568
2019-06,LA LOUVIERE-SUD,3412,2864,83.89999999999999
2019-09,BRUGGE,4798,4286,89.32888703626512
2019-05,MECHELEN,12873,11023,85.62883554726947
2019-06,LIEGE-GUILLEMINS,8258,7088,85.8
2019-09,BRUSSEL-CENTRAAL,24848,21681,87.25450740502254
2019-05,NAMUR,6747,5417,80.28753520082999
2019-06,MOESKROEN,619,505,81.6
2019-09,BURST,1715,1548,90.26239067055394
2019-05,NEERPELT,430,387,90.0
2019-06,PUURS,983,908,92.4
2019-09,DE PANNE,560,483,86.25
2019-05,POPERINGE,629,564,89.66613672496025
2019-06,RONSE,474,432,91.10000000000001
2019-09,DENDERLEEUW,6784,5947,87.66214622641509
2019-05,QUIEVRAIN,431,374,86.77494199535964
2019-06,VERVIERS-CENTRAL,2105,1868,88.7
2019-09,DINANT,913,797,87.29463307776561
2019-05,RIVAGE,1655,1505,90.93655589123867
2019-06,WELKENRAEDT,944,740,78.4
2019-09,EEKLO,469,442,94.24307036247335
2019-05,SAINT-GHISLAIN,2119,1840,86.83341198678622
2019-06,ZEEBRUGGE-DORP,303,292,96.39999999999999
2019-09,ERQUELINNES,512,440,85.9375
2019-05,SCHELLEBELLE,4537,4137,91.18360149878775
2019-06,ZEEBRUGGE-STRAND,77,75,97.39999999999999
2019-09,GENK,614,515,83.87622149837134
2019-05,TAMINES,3087,2404,77.87495950761257
2019-07,AALST,3540,3243,91.61016949152543
2019-09,GLONS,712,564,79.21348314606742
2019-05,TOURCOING,461,449,97.39696312364426
2019-07,ANTWERPEN-BERCHEM,12160,10837,89.12006578947368
2019-09,JEMELLE,1939,1744,89.94326972666323
2019-05,VILVOORDE,7847,6695,85.31923027908755
2019-07,ARLON,1259,1146,91.02462271644161
2019-09,JEMEPPE-SUR-SAMBRE,1950,1457,74.71794871794873
2019-05,WALCOURT,502,486,96.81274900398407
2019-07,ATHUS,2030,1876,92.41379310344827
2019-09,JETTE,4435,4041,91.11612175873731
2019-05,WAREMME,1486,1283,86.33916554508748
2019-07,BILZEN,1062,977,91.99623352165726
2019-09,KORTRIJK,4971,4521,90.94749547374774
2019-05,ZEEBRUGGE-DORP,335,320,95.52238805970148
2019-07,BLANKENBERGE,717,648,90.3765690376569
2019-09,LA LOUVIERE-CENTRE,2225,2141,96.2247191011236
2019-06,AARSCHOT,3474,3157,90.9
2019-07,BRUSSEL-CENTRAAL,25702,22818,88.77908333981792
2019-09,LA LOUVIERE-SUD,3778,3435,90.92112228692429
2019-06,ANTWERPEN-BERCHEM,11749,10211,86.9
2019-07,BRUSSEL-LUXEMBURG,8179,7564,92.4807433671598
2019-09,LIBRAMONT,2421,2117,87.44320528707146
2019-06,ARLON,992,848,85.5
2019-07,BRUSSEL-NATIONAAL-LUCHTHAVEN,6449,5927,91.90572181733602
2019-09,LIEDEKERKE,5954,5176,86.93315418206248
2019-06,ATH,2451,2177,88.8
2019-07,DE PANNE,610,534,87.54098360655738
2019-09,LIERS,1925,1614,83.84415584415585
2019-06,BERTRIX,721,597,82.8
2019-07,DEINZE,2639,2427,91.96665403561956
2019-09,MARLOIE,2285,1996,87.35229759299781
2019-06,BILZEN,951,829,87.2
2019-07,DENDERLEEUW,5976,5517,92.31927710843374
2019-09,MONS,4334,3934,90.77065066912783
2019-06,BRAINE-LE-COMTE,4495,3983,88.6
2019-07,EEKLO,433,416,96.07390300230946
2019-09,NEERPELT,377,350,92.83819628647215
2019-06,BRUGGE,4797,4422,92.2
2019-07,ESSEN,1304,1147,87.9601226993865
2019-09,OTTIGNIES,5756,5195,90.25364836692147
2019-06,BRUSSEL-CENTRAAL,24131,20428,84.7
2019-07,GENK,561,496,88.41354723707666
2019-09,OUDENAARDE,1695,1548,91.32743362831859
2019-06,BRUSSEL-LUXEMBURG,7838,6959,88.8
2019-07,GENT-SINT-PIETERS,12703,11663,91.81295756907816
2019-09,RIVAGE,1638,1474,89.98778998779
2019-06,BRUSSEL-NATIONAAL-LUCHTHAVEN,6362,5680,89.3
2019-07,GLONS,453,426,94.03973509933775
2019-09,RONSE,500,480,96.0
2019-06,BURST,1485,1310,88.2
2019-07,GOUVY,301,284,94.35215946843853
2019-09,SINT-NIKLAAS,4395,4019,91.4448236632537
2019-06,DE PANNE,553,486,87.9
2019-07,HUY,2752,2564,93.1686046511628
2019-09,TAMINES,2380,1989,83.57142857142857
2019-06,DIEST,3018,2686,89.0
2019-07,JEMELLE,1942,1796,92.48197734294543
2019-09,TOURCOING,412,392,95.14563106796116
2019-06,ESSEN,1180,1014,85.9
2019-07,LA LOUVIERE-SUD,4025,3732,92.72049689440995
2019-09,VIRTON,378,351,92.85714285714286
2019-06,FLEMALLE-HAUTE,3077,2813,91.4
2019-07,LANDEN,2932,2560,87.31241473396999
2019-09,WAREMME,1705,1413,82.87390029325513
2019-06,GEMBLOUX,3834,3458,90.2
2019-07,LEUVEN,11648,10392,89.21703296703298
2019-09,ZEEBRUGGE-DORP,334,327,97.90419161676647
2019-06,GENT-SINT-PIETERS,12352,11118,90.0
2019-07,LIERS,453,426,94.03973509933775
2019-09,ZOTTEGEM,2736,2470,90.27777777777779
2019-06,GERAARDSBERGEN,2480,2173,87.6
2019-07,LUTTRE,1969,1755,89.13153885220925
2019-10,AARSCHOT,3868,3553,91.85625646328852
2019-06,GLONS,715,656,91.7
2019-07,NAMUR,6704,6165,91.96002386634845
2019-10,ANS,3537,2860,80.8594854396381
2019-06,LEUVEN,11079,9680,87.4
2019-07,OTTIGNIES,5720,5278,92.27272727272727
2019-10,ANTWERPEN-BERCHEM,12457,11057,88.76133900618126
2019-06,LIBRAMONT,2369,2045,86.3
2019-07,SINT-NIKLAAS,4155,3935,94.70517448856799
2019-10,ATHUS,2033,1869,91.93310378750616
2019-06,LICHTERVELDE,2666,2496,93.60000000000001
2019-07,TAMINES,3211,2910,90.62597321706633
2019-10,BERTRIX,816,723,88.60294117647058
2019-06,LIER,5808,5291,91.10000000000001
2019-07,Y.ANTOING,1262,939,74.40570522979397
2019-10,BRAINE-L'ALLEUD,4149,3682,88.74427572909134
2019-06,LIERS,2128,1916,90.0
2019-08,ANS,3246,2843,87.58471965495995
2019-10,BRUSSEL-CENTRAAL,25678,21765,84.76127424254226
2019-06,LOKEREN,4023,3749,93.2
2019-08,ANTWERPEN-CENTRAAL,10531,9713,92.2324565568322
2019-10,BRUSSEL-NOORD,25510,21864,85.70756566052529
2019-06,LUTTRE,1911,1593,83.39999999999999
2019-08,BLANKENBERGE,723,664,91.83955739972338
2019-10,COUVIN,1,1,100.0
2019-06,MECHELEN,12545,10819,86.2
2019-08,BRUSSEL-CENTRAAL,25082,22958,91.53177577545651
2019-10,DE PANNE,576,473,82.11805555555556
2019-06,MOL,1186,970,81.8
2019-08,BRUSSEL-NATIONAAL-LUCHTHAVEN,6546,6101,93.20195539260617
2019-10,DEINZE,3070,2739,89.21824104234528
2019-06,MONS,4004,3433,85.7
2019-08,BRUSSEL-ZUID,26967,24492,90.82211591945712
2019-10,DINANT,958,848,88.51774530271399
2019-06,NEERPELT,237,183,77.2
2019-08,CHARLEROI-SUD,5541,5096,91.9689586717199
2019-10,EDINGEN,4007,3564,88.94434739206389
2019-06,OTTIGNIES,5498,4860,88.4
2019-08,DE PANNE,599,557,92.98831385642737
2019-10,ERQUELINNES,534,443,82.95880149812734
2019-06,OUDENAARDE,1513,1366,90.3
2019-08,DEINZE,2644,2490,94.17549167927383
2019-10,ETTERBEEK,8733,7489,85.75518149547693
2019-06,QUIEVRAIN,448,356,79.5
2019-08,DENDERMONDE,3788,3647,96.27771911298838
2019-10,GERAARDSBERGEN,2683,2279,84.94222884830414
2019-06,RIVAGE,1570,1412,89.9
2019-08,DINANT,968,922,95.24793388429752
2019-10,GLONS,804,687,85.44776119402985
2019-06,SINT-TRUIDEN,1179,1016,86.2
2019-08,ETTERBEEK,7788,7321,94.00359527478172
2019-10,HUY,2699,2340,86.69877732493516
2019-06,TURNHOUT,775,646,83.39999999999999
2019-08,GEMBLOUX,3696,3412,92.31601731601732
2019-10,JETTE,4868,4263,87.57189811010682
2019-06,VILVOORDE,7528,6478,86.1
2019-08,GENK,600,533,88.83333333333333
2019-10,KORTRIJK,4926,4480,90.94600081201787
2019-06,WAREMME,1426,1226,86.0
2019-08,GENT-SINT-PIETERS,12613,11887,94.24403393324347
2019-10,LA LOUVIERE-SUD,4058,3618,89.15722030556925
2019-06,Y.ANTOING,1246,938,75.3
2019-08,HUY,2670,2502,93.70786516853933
2019-10,LIEDEKERKE,6195,5317,85.8272800645682
2019-07,ANS,3289,2666,81.05807236242019
2019-08,KNOKKE,655,625,95.41984732824427
2019-10,LIEGE-GUILLEMINS,9096,7637,83.95998240985048
2019-07,BERTRIX,825,741,89.81818181818181
2019-08,KORTRIJK,4636,4402,94.95254529767041
2019-10,MARLOIE,2407,1927,80.05816368923972
2019-07,BINCHE,503,451,89.66202783300199
2019-08,LA LOUVIERE-CENTRE,2204,2132,96.73321234119783
2019-10,MONS,4390,3842,87.51708428246013
2019-07,CHARLEROI-SUD,6185,5685,91.91592562651576
2019-08,LANDEN,2840,2595,91.37323943661971
2019-10,OTTIGNIES,5968,5008,83.91420911528151
2019-07,DENDERMONDE,3923,3653,93.11751210808055
2019-08,LIBRAMONT,2073,1861,89.77327544621322
2019-10,OUDENAARDE,1784,1643,92.0964125560538
2019-07,DIEST,3308,2989,90.35671100362757
2019-08,LIEDEKERKE,5134,4821,93.90338917023763
2019-10,SINT-TRUIDEN,1209,1054,87.17948717948718
2019-07,EDINGEN,3214,2965,92.25264467952708
2019-08,LIER,6002,5729,95.45151616127957
2019-10,TOURNAI,2514,2207,87.78838504375497
2019-07,ERQUELINNES,411,388,94.40389294403893
2019-08,LIERS,446,421,94.39461883408072
2019-10,VILVOORDE,8346,7235,86.68823388449557
2019-07,FLEMALLE-HAUTE,2927,2747,93.85035872907413
2019-08,MANAGE,456,422,92.54385964912281
2019-10,WALCOURT,527,508,96.39468690702088
2019-07,GEMBLOUX,3949,3646,92.32717143580653
2019-08,MECHELEN,12517,11441,91.40369098026684
2019-10,Y.ANTOING,1307,1020,78.04131599081867
2019-07,GERAARDSBERGEN,2331,2100,90.09009009009009
2019-08,MOESKROEN,673,626,93.01634472511144
2019-10,ZEEBRUGGE-DORP,367,354,96.45776566757493
2019-07,HALLE,10728,9493,88.48806860551827
2019-08,OOSTENDE,1956,1806,92.33128834355828
2019-11,AALST,3625,3072,84.7448275862069
2019-07,JETTE,4719,4427,93.8122483577029
2019-08,OUDENAARDE,1660,1596,96.14457831325302
2019-11,AARSCHOT,3565,3221,90.35063113604488
2019-07,KORTRIJK,4652,4321,92.8847807394669
2019-08,RONSE,467,458,98.07280513918629
2019-11,ANTWERPEN-CENTRAAL,10313,9041,87.66605255502765
2019-07,LIBRAMONT,2522,2307,91.47501982553528
2019-08,SINT-NIKLAAS,4177,3962,94.85276514244673
2019-11,BINCHE,509,449,88.21218074656188
2019-07,LICHTERVELDE,2972,2736,92.0592193808883
2019-08,SPA-GERONSTERE,431,412,95.59164733178655
2019-11,BRUSSEL-NOORD,22000,18143,82.46818181818182
2019-07,LIEDEKERKE,5241,4841,92.36786872734211
2019-08,TAMINES,2479,2215,89.35054457442517
2019-11,BRUSSEL-ZUID,22656,17915,79.07397598870057
2019-07,LIEGE-GUILLEMINS,6435,5553,86.2937062937063
2019-08,VERVIERS-CENTRAL,1999,1806,90.34517258629315
2019-11,BURST,1657,1436,86.66264333132166
2019-07,MARLOIE,2281,2082,91.27575624725998
2019-08,WAREMME,1465,1342,91.60409556313994
2019-11,CHARLEROI-SUD,5953,4990,83.82328237863263
2019-07,MONS,4496,4091,90.99199288256227
2019-08,Y.ANTOING,1218,1032,84.72906403940887
2019-11,COUVIN,441,367,83.21995464852607
2019-07,NEERPELT,409,359,87.77506112469437
2019-08,ZEEBRUGGE-STRAND,359,353,98.32869080779945
2019-11,DEINZE,2897,2624,90.57645840524681
2019-07,OOSTENDE,1971,1760,89.29477422628108
2019-08,ZOTTEGEM,2623,2490,94.92947007243615
2019-11,DENDERLEEUW,6514,5668,87.01258827141541
2019-07,POPERINGE,598,536,89.63210702341136
2019-09,AALST,4225,3556,84.16568047337279
2019-11,DENDERMONDE,3484,3142,90.18369690011481
2019-07,RIVAGE,1559,1480,94.9326491340603
2019-09,ANTWERPEN-CENTRAAL,10475,9514,90.82577565632458
2019-11,DINANT,1097,960,87.51139471285325
2019-07,SCHELLEBELLE,4161,3884,93.34294640711367
2019-09,ATH,2500,2244,89.75999999999999
2019-11,EDINGEN,3851,3336,86.62685016878733
2019-07,SPA-GERONSTERE,459,449,97.82135076252723
2019-09,BERTRIX,743,651,87.61776581426649
2019-11,ESSEN,1142,999,87.47810858143608
2019-07,TOURCOING,348,337,96.83908045977012
2019-09,BINCHE,504,460,91.26984126984127
2019-11,GEMBLOUX,3841,3166,82.4264514449362
2019-07,TURNHOUT,865,759,87.74566473988439
2019-09,BRAINE-LE-COMTE,4628,4233,91.46499567847883
2019-11,GENT-SINT-PIETERS,11970,10698,89.37343358395991
2019-07,VILVOORDE,7461,6718,90.04154939016217
2019-09,BRUSSEL-NOORD,24668,21816,88.43846278579535
2019-11,GERAARDSBERGEN,2557,2190,85.64724286272977
2019-07,VIRTON,412,367,89.07766990291263
2019-09,FLEMALLE-HAUTE,3284,2993,91.1388550548112
2019-11,GLONS,780,632,81.02564102564102
2019-08,AALST,3432,3197,93.15268065268066
2019-09,GEMBLOUX,3996,3596,89.98998998999
2019-11,HASSELT,4082,3424,83.88045075943165
2019-08,AARSCHOT,3627,3399,93.71381306865177
2019-09,GENT-SINT-PIETERS,12565,11184,89.0091524074811
2019-11,HUY,2538,2123,83.64854215918047
2019-08,BERTRIX,397,348,87.6574307304786
2019-09,GERAARDSBERGEN,2512,2239,89.13216560509554
2019-11,JETTE,4987,4397,88.16924002406256
2019-08,BILZEN,1037,937,90.35679845708775
2019-09,GOUVY,363,340,93.66391184573003
2019-11,LA LOUVIERE-SUD,3460,3032,87.6300578034682
2019-08,BRAINE-L'ALLEUD,3875,3550,91.61290322580645
2019-09,HASSELT,4064,3524,86.71259842519686
2019-11,LICHTERVELDE,2727,2498,91.60249358269161
2019-08,BRUSSEL-LUXEMBURG,7834,7291,93.06867500638243
2019-09,HUY,2716,2465,90.75846833578792
2019-11,LIEDEKERKE,5727,4994,87.20097782434084
2019-08,BRUSSEL-NOORD,24815,22861,92.12573040499697
2019-09,KNOKKE,577,500,86.65511265164645
2019-11,LIER,5824,5361,92.05013736263736
2019-08,DENDERLEEUW,5853,5486,93.72971125918332
2019-09,LANDEN,3125,2650,84.8
2019-11,LUTTRE,2160,1718,79.53703703703704
2019-08,EEKLO,435,422,97.01149425287356
2019-09,LIEGE-GUILLEMINS,8234,7167,87.0415350983726
2019-11,MANAGE,707,571,80.76379066478077
2019-08,ERQUELINNES,451,420,93.12638580931264
2019-09,LOKEREN,4114,3774,91.73553719008265
2019-11,MOESKROEN,618,481,77.831715210356
2019-08,GERAARDSBERGEN,2291,2127,92.84155390659102
2019-09,MANAGE,517,461,89.16827852998065
2019-11,MOL,1164,1025,88.05841924398625
2019-08,GLONS,447,422,94.40715883668904
2019-09,MOESKROEN,634,555,87.53943217665615
2019-11,OOSTENDE,1649,1456,88.29593693147362
2019-08,JEMELLE,1897,1741,91.77648919346336
2019-09,MOL,1334,1222,91.60419790104947
2019-11,POPERINGE,598,523,87.45819397993311
2019-08,JEMEPPE-SUR-SAMBRE,2067,1779,86.066763425254
2019-09,NAMUR,5942,5244,88.25311342982161
2019-11,QUIEVRAIN,445,327,73.48314606741573
2019-08,JETTE,4590,4379,95.40305010893246
2019-09,OOSTENDE,1654,1454,87.9081015719468
2019-11,SINT-TRUIDEN,1093,935,85.54437328453797
2019-08,LIEGE-GUILLEMINS,6541,5902,90.2308515517505
2019-09,PUURS,1439,1313,91.2439193884642
2019-11,TURNHOUT,808,646,79.95049504950495
2019-08,LUTTRE,1846,1652,89.4907908992416
2019-09,QUIEVRAIN,438,357,81.5068493150685
2019-11,VERVIERS-CENTRAL,2330,2025,86.9098712446352
2019-08,MARLOIE,2230,2043,91.61434977578476
2019-09,TOURNAI,2353,2109,89.63025924351892
2019-11,VILVOORDE,7517,6321,84.08939736597047
2019-08,MONCEAU-FORMATION,3,0,0.0
2019-09,TURNHOUT,841,743,88.34720570749109
2019-11,ZEEBRUGGE-STRAND,77,76,98.7012987012987
2019-08,MONS,4157,3898,93.76954534520087
2019-09,VISE,471,333,70.70063694267516
2019-12,ANS,3162,2704,85.51549652118912
2019-08,POPERINGE,593,539,90.89376053962901
2019-09,WALCOURT,498,479,96.18473895582329
2019-12,ANTWERPEN-BERCHEM,11597,10388,89.57489005777356
2019-08,PUURS,1095,1034,94.42922374429223
2019-09,WELKENRAEDT,967,753,77.86970010341263
2019-12,BILZEN,968,735,75.92975206611571
2019-08,QUIEVRAIN,420,388,92.38095238095238
2019-09,ZEEBRUGGE-STRAND,63,47,74.60317460317461
2019-12,BRUSSEL-LUXEMBURG,7818,6936,88.71834228702993
2019-08,RIVAGE,1562,1499,95.96670934699104
2019-10,BILZEN,809,617,76.26699629171817
2019-12,BRUSSEL-NOORD,23616,20624,87.33062330623305
2019-08,SAINT-GHISLAIN,2177,2035,93.47726228755168
2019-10,BINCHE,509,453,88.99803536345776
2019-12,BURST,1616,1470,90.96534653465346
2019-08,TOURCOING,439,424,96.58314350797266
2019-10,BRUGGE,4856,4326,89.08566721581549
2019-12,DENDERMONDE,3674,3410,92.81437125748504
2019-08,TURNHOUT,808,745,92.20297029702971
2019-10,BRUSSEL-LUXEMBURG,8800,7373,83.7840909090909
2019-12,DIEST,3042,2716,89.28336620644313
2019-08,VILVOORDE,7638,6958,91.09714584969888
2019-10,BRUSSEL-NATIONAAL-LUCHTHAVEN,6619,5835,88.1553104698595
2019-12,ERQUELINNES,426,371,87.08920187793427
2019-08,WELKENRAEDT,942,785,83.33333333333334
2019-10,DENDERLEEUW,7064,6112,86.52321630804077
2019-12,ETTERBEEK,7697,6903,89.68429258152527
2019-09,ANS,3146,2650,84.23394787031151
2019-10,DIEST,3389,3081,90.9117733844792
2019-12,GEMBLOUX,3772,3294,87.32767762460233
2019-09,ANTWERPEN-BERCHEM,11736,10595,90.27777777777779
2019-10,EEKLO,496,466,93.95161290322581
2019-12,GENT-SINT-PIETERS,11864,10921,92.0515846257586
2019-09,ARLON,1215,1071,88.14814814814815
2019-10,ESSEN,1326,1164,87.78280542986425
2019-12,GERAARDSBERGEN,2428,2153,88.67380560131795
2019-09,ATHUS,1925,1795,93.24675324675324
2019-10,FLEMALLE-HAUTE,3346,2934,87.68679019725045
2019-12,HALLE,9877,8587,86.93935405487497
2019-09,BRAINE-L'ALLEUD,3971,3568,89.85142281541172
2019-10,GENT-SINT-PIETERS,12857,11299,87.88208757875088
2019-12,KORTRIJK,4571,4241,92.78057317873551
2019-09,BRUSSEL-LUXEMBURG,8475,7611,89.80530973451327
2019-10,KNOKKE,593,533,89.88195615514334
2019-12,MECHELEN,12370,10847,87.6879547291835
2019-09,BRUSSEL-NATIONAAL-LUCHTHAVEN,6443,5824,90.39267422008382
2019-10,LEUVEN,11941,10407,87.15350473159702
2019-12,MOESKROEN,601,512,85.19134775374376
2019-09,BRUSSEL-ZUID,26933,23312,86.55552667731037
2019-10,LIBRAMONT,2526,2111,83.57086302454474
2019-12,MOL,1338,1236,92.37668161434978
2019-09,CHARLEROI-SUD,5858,5189,88.57972004096962
2019-10,LIER,6280,5860,93.31210191082803
2019-12,POPERINGE,580,533,91.89655172413794
2019-09,DEINZE,2870,2565,89.37282229965156
2019-10,MANAGE,552,483,87.5
2019-12,PUURS,1093,1034,94.60201280878316
2019-09,DENDERMONDE,3765,3483,92.50996015936255
2019-10,MOESKROEN,665,579,87.06766917293233
2019-12,RIVAGE,1486,1215,81.76312247644684
2019-09,DIEST,3187,2912,91.37119548164418
2019-10,NEERPELT,404,353,87.37623762376238
2019-12,RONSE,481,471,97.92099792099792
2019-09,EDINGEN,3881,3527,90.8786395258954
2019-10,OOSTENDE,1678,1454,86.6507747318236
2019-12,SPA-GERONSTERE,440,423,96.13636363636363
2019-09,ESSEN,1300,1161,89.3076923076923
2019-10,PUURS,1354,1228,90.69423929098967
